City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
284,hasaki,35.7333,140.8333,17.38,83,100,2.31,JP,1696774719
285,darwin,-12.4611,130.8418,27.99,74,20,2.06,AU,1696774719
286,qaqortoq,60.7167,-46.0333,4.08,95,100,1.95,GL,1696774719
287,beyneu,45.3167,55.2,20.49,40,86,5.24,KZ,1696774719
288,amga,60.8953,131.9608,1.66,89,100,4.02,RU,1696774719
289,wewak,-3.5534,143.6268,26.47,83,72,2.84,PG,1696774719
290,biloela,-24.4167,150.5,16.32,56,1,6.31,AU,1696774719
291,high river,50.5834,-113.8687,7.27,62,1,2.22,CA,1696774563
292,nizhneudinsk,54.9076,99.0276,10.57,82,100,1.34,RU,1696774720
293,nar'yan-mar,67.6713,53.087,3.39,87,100,4.92,RU,1696774720
294,kone,-21.0595,164.8658,17.56,81,34,3.01,NC,1696774720
295,horta,38.5333,-28.6333,21.8,78,20,7.2,PT,1696774720
296,patong,7.8961,98.2966,29.45,73,94,5.15,TH,1696774720
297,batken,39.8333,71.0,8.66,70,98,1.35,KG,1696774720
298,harrisonville,38.6533,-94.3488,14.05,69,7,5.17,US,1696774650
299,salavan,15.7167,106.4167,23.86,97,100,0.41,LA,1696774447
300,souillac,-20.5167,57.5167,25.21,69,75,5.14,MU,1696774720
301,funafuti,-8.5243,179.1942,28.0,94,75,2.57,TV,1696774720
302,magistral'nyy,56.1725,107.4458,7.43,92,100,0.65,RU,1696774720
303,sinabang,2.4803,96.3801,26.46,82,100,3.62,ID,1696774721
304,inderbor,48.55,51.7833,15.04,68,100,13.4,KZ,1696774721
305,cam ranh,11.9214,109.1591,25.98,94,75,1.03,VN,1696774721
306,alpena,45.0617,-83.4327,7.28,73,100,6.17,US,1696774721
307,suva,-18.1416,178.4415,19.71,94,20,0.0,FJ,1696774721
308,akureyri,65.6835,-18.0878,9.96,62,75,3.09,IS,1696774721
309,ginir,7.1333,40.7,22.87,44,90,4.07,ET,1696774721
310,sainte-marie,-20.8968,55.5496,26.09,72,0,4.63,RE,1696774721
311,morwa,22.9,73.8333,27.23,57,6,1.65,IN,1696774721
312,ruwa,-17.8972,31.2371,31.73,12,9,1.42,ZW,1696774721
313,nogliki,51.8333,143.1667,7.41,82,20,5.36,RU,1696774722
314,kegen,43.0197,79.2203,8.41,84,91,1.54,KZ,1696774722
315,amahai,-3.3333,128.9167,25.48,87,21,3.63,ID,1696774722
316,khurrianwala,31.5006,73.2667,31.42,22,0,3.0,PK,1696774722
317,pangkalanbuun,-2.6833,111.6167,24.36,93,33,0.91,ID,1696774722
318,hotan,37.0997,79.9269,20.0,18,47,2.72,CN,1696774722
319,yegorlykskaya,46.5656,40.6562,15.06,62,100,10.87,RU,1696774722
320,atar,20.5169,-13.0499,39.97,12,99,1.26,MR,1696774722
321,bonthe,7.5264,-12.505,28.19,75,54,3.41,SL,1696774722
322,ad dindar,13.2,34.1667,38.56,20,18,1.59,SD,1696774723
323,ebon,4.582,168.6964,28.67,78,99,5.62,MH,1696774723
324,lompoc,34.6391,-120.4579,14.4,100,100,0.0,US,1696774723
325,hailin,44.5833,129.4167,8.07,69,100,0.7,CN,1696774723
326,vorgashor,67.5833,63.95,5.31,92,99,3.14,RU,1696774723
327,colonia,50.9333,6.95,23.75,69,0,1.03,DE,1696774566
328,konstantinovskoye,45.2992,42.6367,22.42,37,100,8.49,RU,1696774723
329,kupang,-10.1667,123.5833,27.32,78,10,3.09,ID,1696774531
330,tual,-5.6667,132.75,26.78,76,22,9.12,ID,1696774723
331,antigonish,45.6169,-61.9986,16.68,96,100,2.24,CA,1696774629
332,kolosovka,56.4678,73.611,15.06,54,100,7.64,RU,1696774723
333,nehe,48.4833,124.8333,8.97,64,78,2.87,CN,1696774723
334,ntui,4.45,11.6333,24.58,92,96,0.71,CM,1696774724
335,kenai,60.5544,-151.2583,6.75,97,100,0.0,US,1696774724
336,kidal,18.4411,1.4078,37.67,12,7,3.74,ML,1696774724
337,mumford,5.2618,-0.759,25.88,84,100,5.88,GH,1696774724
338,ancud,-41.8697,-73.8203,9.99,87,85,6.83,CL,1696774724
339,darhan,49.4867,105.9228,8.39,60,93,2.67,MN,1696774724
340,sambava,-14.2667,50.1667,25.06,73,63,4.16,MG,1696774724
341,kununurra,-15.7667,128.7333,21.99,53,36,2.06,AU,1696774464
342,gadzhiyevo,69.2551,33.3362,1.49,74,100,1.82,RU,1696774724
343,arkhangel'sk,64.5401,40.5433,3.96,62,100,5.31,RU,1696774724
344,prince rupert,54.3161,-130.3201,14.05,88,100,12.35,CA,1696774426
345,nelson bay,-32.7167,152.15,14.44,85,0,0.89,AU,1696774725
346,tsiombe,-25.3,45.4833,30.21,25,0,4.45,MG,1696774546
347,copala,16.65,-98.9833,24.22,97,100,3.1,MX,1696774725
348,bayanhongor,46.7167,100.1167,1.9,47,91,0.4,MN,1696774725
349,kismayo,-0.3582,42.5454,27.06,72,82,6.54,SO,1696774725
350,conception bay south,47.4999,-52.9981,12.8,79,75,2.57,CA,1696774568
351,bereznik,62.8551,42.7072,2.8,87,100,5.47,RU,1696774725
352,pacific grove,36.6177,-121.9166,14.25,94,100,0.0,US,1696774691
353,lensk,60.7253,114.9278,3.18,85,22,1.79,RU,1696774672
354,port blair,11.6667,92.75,27.02,89,40,2.06,IN,1696774725
355,mezhdurechenskiy,59.6,65.9333,10.17,90,92,4.02,RU,1696774726
356,ilha de mocambique,-15.0342,40.7358,26.54,77,0,9.31,MZ,1696774726
357,asubulaq,49.5583,83.0558,10.26,88,92,2.01,KZ,1696774726
358,saverne,48.8333,7.25,27.39,32,68,1.66,FR,1696774726
359,kittila,67.6647,24.8936,1.45,80,75,2.06,FI,1696774726
360,hammerfest,70.6634,23.6821,2.25,93,75,0.0,NO,1696774653
361,quatre cocos,-20.2078,57.7625,25.06,73,15,4.82,MU,1696774726
362,griffith,41.5284,-87.4237,10.59,63,40,5.14,US,1696774726
363,zouerate,22.7187,-12.4521,38.36,9,0,4.39,MR,1696774726
364,kaa-khem,51.6833,94.7333,10.23,47,0,1.69,RU,1696774727
365,lake albert,-35.1667,147.3833,11.45,85,1,1.42,AU,1696774727
366,rocha,-34.4833,-54.3333,20.31,39,0,2.56,UY,1696774586
367,isangel,-19.55,169.2667,21.23,77,100,7.72,VU,1696774727
368,abha,18.2164,42.5053,25.14,11,0,5.66,SA,1696774727
369,merizo village,13.2658,144.6691,27.85,89,100,7.75,GU,1696774727
370,vylkove,45.4021,29.586,11.8,70,100,8.98,UA,1696774727
371,princeville,45.7668,-61.2985,17.09,96,100,9.77,CA,1696774727
372,mawlaik,23.6333,94.4167,25.04,97,100,0.79,MM,1696774727
373,maintirano,-18.0667,44.0167,27.05,68,2,5.23,MG,1696774727
374,madimba,-10.4,40.3333,27.16,70,1,4.56,TZ,1696774727
375,qarauyl,48.9451,79.255,14.08,43,100,4.06,KZ,1696774728
376,axim,4.8699,-2.2405,27.44,77,59,4.55,GH,1696774728
377,neelankarai,12.9455,80.2575,30.03,84,40,2.57,IN,1696774728
378,barth,54.3635,12.7249,13.38,48,100,3.65,DE,1696774728
379,yinchuan,38.4681,106.2731,13.4,22,0,3.14,CN,1696774728
380,porbandar,21.6422,69.6093,27.65,67,5,4.52,IN,1696774728
381,dudinka,69.4058,86.1778,4.79,99,100,6.71,RU,1696774728
382,nanao,37.05,136.9667,16.82,84,100,1.98,JP,1696774728
383,lisala,2.15,21.5167,31.78,48,70,1.47,CD,1696774728
384,karatuzskoye,53.6072,92.8667,10.46,65,0,0.89,RU,1696774728
385,alofi,-19.0595,-169.9187,16.94,94,100,0.51,NU,1696774728
386,pathein,16.7833,94.7333,24.47,94,90,2.33,MM,1696774729
387,angaur state,6.906,134.13,28.53,82,100,9.44,PW,1696774729
388,grand gaube,-20.0064,57.6608,25.22,69,13,1.34,MU,1696774729
389,tromso,69.6496,18.957,3.01,87,40,1.03,NO,1696774729
390,keflavik,64.0049,-22.5624,9.95,87,100,9.77,IS,1696774729
391,aral,40.5156,81.2636,21.76,24,6,1.73,CN,1696774729
392,oyem,1.5995,11.5793,21.39,99,100,0.61,GA,1696774729
393,hajo,26.25,91.5333,27.02,94,75,0.0,IN,1696774730
394,berbera,10.4396,45.0143,32.3,54,7,3.53,SO,1696774730
395,port augusta,-32.5,137.7667,14.73,47,100,3.32,AU,1696774730
396,lobujya,27.95,86.8167,-0.67,93,91,0.67,NP,1696774730
397,new plymouth,-39.0667,174.0833,8.51,77,29,2.86,NZ,1696774730
398,crane,31.3974,-102.3501,16.55,67,0,3.53,US,1696774730
399,robbah,33.2797,6.9098,28.8,32,0,2.91,DZ,1696774730
400,usinsk,65.9939,57.5281,5.6,91,97,4.47,RU,1696774730
401,trenggalek,-8.05,111.7167,24.26,91,72,1.78,ID,1696774730
402,ciudad barrios,13.7667,-88.2667,22.79,89,100,0.89,SV,1696774730
403,brush,40.2589,-103.6238,10.26,93,0,3.09,US,1696774730
404,touros,-5.1989,-35.4608,30.16,57,3,8.33,BR,1696774731
405,seaside,36.6111,-121.8516,14.52,94,100,0.0,US,1696774731
406,reggane,26.7158,0.1714,35.39,13,100,7.82,DZ,1696774731
407,tangjiazhuang,39.7333,118.45,13.18,80,1,1.52,CN,1696774731
408,asaita,11.5636,41.4394,39.29,17,39,4.34,ET,1696774731
409,kaduna,10.5222,7.4383,32.27,35,98,3.21,NG,1696774731
410,ushibukamachi,32.1906,130.0228,20.15,84,100,4.76,JP,1696774731
411,mingguang,32.7802,117.9638,17.99,64,100,0.91,CN,1696774731
412,antsiranana,-12.2787,49.2917,25.82,65,67,6.82,MG,1696774731
413,port lincoln,-34.7333,135.8667,13.15,74,0,4.98,AU,1696774732
414,katsuura,35.1333,140.3,17.01,88,100,2.91,JP,1696774732
415,macas,-2.3167,-78.1167,23.86,83,75,3.6,EC,1696774732
416,turtas,58.9417,69.1325,11.72,82,100,6.2,RU,1696774732
417,port-gentil,-0.7193,8.7815,29.98,70,75,6.69,GA,1696774732
418,loreto,22.2667,-101.9667,13.66,80,100,3.93,MX,1696774732
419,reutte,47.4833,10.7167,21.87,47,99,2.36,AT,1696774732
420,mglin,53.0591,32.8475,6.55,56,14,10.23,RU,1696774732
421,eydhafushi,5.1033,73.0708,28.59,73,73,1.62,MV,1696774732
422,noosa heads,-26.3833,153.15,18.95,59,3,5.49,AU,1696774732
423,bhimunipatnam,17.8833,83.4333,28.73,80,100,3.58,IN,1696774732
424,bagan serai,5.0108,100.541,28.9,88,100,0.55,MY,1696774733
425,preobrazheniye,42.9019,133.9064,10.8,82,96,2.24,RU,1696774733
426,wanning,18.8003,110.3967,24.68,84,97,3.71,CN,1696774733
427,khovd,48.0056,91.6419,9.49,48,20,0.31,MN,1696774733
428,rio formoso,-8.6636,-35.1586,29.34,54,57,4.96,BR,1696774733
429,halifax,44.6453,-63.5724,18.05,95,100,10.8,CA,1696774488
430,fassberg,52.9,10.1667,17.3,51,88,1.03,DE,1696774733
431,kavalerovo,44.2661,135.0572,9.19,76,39,0.89,RU,1696774733
432,naze,28.3667,129.4833,25.51,85,98,2.57,JP,1696774733
433,campo gallo,-26.5833,-62.85,27.69,30,1,2.95,AR,1696774733
434,nikol'sk,53.7189,46.0712,6.08,57,59,7.8,RU,1696774733
435,harstad,68.799,16.5293,5.66,97,92,6.26,NO,1696774734
436,morehead,37.2711,-87.1764,12.77,78,0,1.34,US,1696774569
437,mokhsogollokh,61.4681,128.9203,0.98,84,94,4.74,RU,1696774734
438,basco,20.4487,121.9702,28.81,72,19,7.03,PH,1696774734
439,pihuamo,19.2499,-103.3828,22.94,97,100,2.45,MX,1696774734
440,probishtip,42.0031,22.1786,26.61,28,37,6.29,MK,1696774734
441,broome,42.2506,-75.833,12.27,83,100,7.2,US,1696774734
442,badger,64.8,-147.5333,-1.07,73,100,6.69,US,1696774734
443,andalgala,-27.5819,-66.3165,19.96,28,0,2.88,AR,1696774735
444,chegdomyn,51.1167,133.0167,6.85,76,98,2.24,RU,1696774735
445,gobabis,-22.45,18.9667,34.0,8,32,2.18,NA,1696774735
446,waingapu,-9.6567,120.2641,26.03,76,8,3.4,ID,1696774735
447,antofagasta,-23.65,-70.4,16.6,60,10,4.6,CL,1696774735
448,kirovo-chepetsk,58.5539,50.0399,3.65,95,100,2.42,RU,1696774735
449,kailua-kona,19.6406,-155.9956,24.17,81,0,3.6,US,1696774651
450,razdol'noye,45.7708,33.4878,10.42,85,100,9.94,UA,1696774735
451,ha'il,27.5219,41.6907,35.01,15,0,3.09,SA,1696774735
452,thisted,56.9552,8.6949,12.33,56,100,5.19,DK,1696774735
453,cheremukhovo,60.3484,59.9851,7.2,89,100,2.68,RU,1696774736
454,ghanaur,30.3322,76.6072,28.32,37,0,2.58,IN,1696774736
455,aydarken,39.9443,71.3429,9.87,77,98,0.83,KG,1696774736
456,fort mcmurray,56.7268,-111.381,8.77,76,0,4.63,CA,1696774511
457,gao,16.6362,1.637,37.42,16,43,1.31,ML,1696774736
458,pingzhuang,42.0372,119.2889,8.31,88,59,0.37,CN,1696774736
459,camayenne,9.535,-13.6878,31.05,74,40,5.14,GN,1696774736
460,sisimiut,66.9395,-53.6735,1.55,84,100,10.95,GL,1696774736
461,douentza,14.9951,-2.9517,38.36,18,1,4.23,ML,1696774736
462,progreso,21.2833,-89.6667,29.5,73,98,1.83,MX,1696774736
463,chom bueng,13.62,99.5917,24.49,85,100,1.34,TH,1696774736
464,boiling springs,35.0465,-81.9818,14.45,50,40,4.12,US,1696774737
465,padang,-0.9492,100.3543,26.03,89,44,1.74,ID,1696774549
466,kharkhauda,28.8833,76.85,32.05,34,0,3.17,IN,1696774737
467,paka,4.6374,103.4368,25.96,89,94,0.51,MY,1696774737
468,magong,23.5654,119.5863,25.59,88,100,13.72,TW,1696774737
469,ayvacik,39.6011,26.4047,26.46,45,1,5.39,TR,1696774737
470,yuzhno-kurilsk,44.0306,145.8556,9.65,72,63,2.03,RU,1696774737
471,asia,9.5506,122.5164,26.76,82,99,1.82,PH,1696774737
472,tughyl,47.7252,84.2063,13.34,84,100,1.63,KZ,1696774737
473,ceeldheer,3.8488,47.1806,27.93,73,65,9.08,SO,1696774737
474,rio grande,-32.035,-52.0986,22.06,70,100,5.47,BR,1696774737
475,yarmouth,41.7057,-70.2286,15.61,70,0,8.49,US,1696774738
476,kerema,-7.9631,145.7785,24.59,86,86,2.27,PG,1696774738
477,kingston,17.997,-76.7936,33.53,69,40,1.54,JM,1696774603
478,freetown,8.484,-13.2299,27.78,76,74,3.21,SL,1696774738
479,urbana,40.1106,-88.2073,11.17,72,75,0.45,US,1696774620
480,la ronge,55.1001,-105.2842,6.14,87,20,2.06,CA,1696774738
481,nemuro,43.3236,145.575,10.76,72,5,3.69,JP,1696774738
482,paredon,16.0333,-93.8667,27.51,76,99,2.67,MX,1696774738
483,greenwood,34.1668,-82.1165,14.34,58,0,1.54,US,1696774703
484,arno,60.1167,18.6333,8.21,56,8,8.27,SE,1696774738
485,gereida,11.2811,25.1414,35.83,31,70,0.62,SD,1696774738
486,guarapari,-20.6667,-40.4975,28.83,66,100,5.82,BR,1696774739
487,coahuayana de hidalgo,18.7,-103.6583,24.83,95,100,1.26,MX,1696774739
488,champerico,14.3,-91.9167,26.3,86,100,3.84,GT,1696774739
489,katabu,-4.9333,122.5167,23.37,89,5,2.0,ID,1696774739
490,talara,-4.5772,-81.2719,24.42,69,0,5.94,PE,1696774635
491,angra do heroismo,38.65,-27.2167,23.34,86,40,0.89,PT,1696774739
492,khunti,23.0833,85.2833,24.06,72,39,2.82,IN,1696774739
493,hubynykha,48.8108,35.2547,10.9,36,97,6.22,UA,1696774739
494,mount isa,-20.7333,139.5,19.87,88,100,3.6,AU,1696774739
495,fukagawa,43.7081,142.0392,7.44,88,12,1.56,JP,1696774739
496,kalkaman,51.9525,76.0211,15.21,46,100,4.03,KZ,1696774740
497,shitanjing,39.2342,106.3439,9.63,26,3,2.57,CN,1696774740
498,fort wellington,6.4,-57.6,30.3,71,24,4.92,GY,1696774740
499,sanctuary point,-35.1114,150.629,14.3,91,7,2.22,AU,1696774740
500,nilgiri,21.4581,86.7669,27.17,83,74,1.31,IN,1696774740
501,puerto armuelles,8.2833,-82.8667,27.27,74,100,2.24,PA,1696774740
502,peniche,39.3558,-9.3811,34.49,49,0,3.3,PT,1696774740
503,pangody,65.85,74.4859,6.97,98,64,3.89,RU,1696774740
504,jijiga,9.35,42.8,27.14,22,58,6.9,ET,1696774740
505,diamantino,-14.4086,-56.4461,38.24,24,25,3.45,BR,1696774740
506,kshenskiy,51.8408,37.7136,8.36,38,57,9.89,RU,1696774741
507,saldanha,-33.0117,17.9442,17.33,66,34,9.79,ZA,1696774741
508,zima,53.9202,102.0442,7.55,75,36,0.9,RU,1696774741
509,fortaleza,-3.7227,-38.5247,32.07,55,20,9.26,BR,1696774741
510,magdagachi,53.45,125.8,5.31,71,58,1.76,RU,1696774741
511,tarko-sale,64.9225,77.785,9.44,90,100,4.02,RU,1696774741
512,russeifa,32.0178,36.0464,30.56,32,2,3.09,JO,1696774741
513,myaydo,19.3667,95.2167,24.47,93,100,2.99,MM,1696774741
514,cuajinicuilapa,16.4667,-98.4167,24.72,94,99,1.27,MX,1696774741
515,badiyah,22.45,58.8,34.1,29,0,6.94,OM,1696774741
516,djamaa,33.5339,5.9931,30.78,28,0,1.82,DZ,1696774742
517,chadron,42.8294,-102.9999,3.82,87,0,3.6,US,1696774742
518,cururupu,-1.8283,-44.8683,31.32,57,100,4.08,BR,1696774742
519,aras-asan,8.8908,126.3033,26.43,86,100,2.79,PH,1696774742
520,macapa,0.0389,-51.0664,32.99,58,40,6.69,BR,1696774742
521,sungai penuh,-2.0833,101.3833,19.13,96,76,0.76,ID,1696774742
522,illapel,-31.6308,-71.1653,21.99,38,0,2.62,CL,1696774742
523,morant bay,17.8815,-76.4093,33.79,76,52,3.06,JM,1696774742
524,san ignacio de velasco,-16.3667,-60.95,22.9,65,100,3.48,BO,1696774742
525,shalqar,47.8333,59.6,14.83,33,100,8.6,KZ,1696774742
526,chernyshevskiy,63.0128,112.4714,-1.35,92,17,1.46,RU,1696774743
527,carnarvon,-24.8667,113.6333,22.74,66,78,8.17,AU,1696774743
528,tazacorte,28.629,-17.9293,28.54,58,0,2.57,ES,1696774743
529,urangan,-25.3,152.9,19.44,60,51,7.61,AU,1696774743
530,hakha,22.65,93.6167,15.24,99,100,1.27,MM,1696774743
531,monrovia,6.3005,-10.7969,27.0,81,96,3.37,LR,1696774743
532,santa ana de yacuma,-13.75,-65.4333,29.97,70,75,4.12,BO,1696774743
533,verkhniy baskunchak,48.2256,46.7217,15.75,78,100,12.48,RU,1696774743
534,sault ste. marie,46.5168,-84.3333,6.31,65,40,9.26,CA,1696774643
535,saryozek,44.3583,77.9753,14.92,54,94,1.97,KZ,1696774744
536,chissamba,-12.1667,17.3333,33.3,22,89,3.71,AO,1696774744
537,camalu,30.85,-116.0667,20.36,70,0,2.27,MX,1696774744
538,mersa matruh,31.3525,27.2453,25.02,59,39,4.08,EG,1696774744
539,tadine,-21.55,167.8833,19.18,60,76,6.84,NC,1696774744
540,paris,48.8534,2.3488,28.93,43,0,2.06,FR,1696774641
541,kindu,-2.95,25.95,27.75,77,100,0.51,CD,1696774744
542,nizhnesortymskiy,62.4397,71.7603,10.19,88,100,6.8,RU,1696774744
543,chernyshkovskiy,48.4219,42.2308,8.08,84,100,7.03,RU,1696774744
544,coyhaique,-45.5752,-72.0662,7.34,87,75,5.66,CL,1696774588
545,iquique,-20.2208,-70.1431,18.02,64,58,4.11,CL,1696774584
546,bena,11.2844,5.9347,30.57,40,90,2.27,NG,1696774745
547,borogontsy,62.6683,131.1683,0.16,88,100,4.92,RU,1696774745
548,leongatha,-38.4833,145.95,4.58,99,17,0.87,AU,1696774745
549,new norfolk,-42.7826,147.0587,8.72,94,8,1.52,AU,1696774546
550,barah,13.7,30.3667,37.95,20,96,2.58,SD,1696774745
551,mananjary,-21.2167,48.3333,24.69,71,2,6.28,MG,1696774745
552,wainwright,52.839,-110.8572,10.11,62,59,5.3,CA,1696774745
553,kuta,-8.7233,115.1723,25.97,88,20,3.6,ID,1696774745
554,neiafu,-18.65,-173.9833,16.38,100,20,0.0,TO,1696774745
555,palu,-0.8917,119.8707,24.59,96,39,1.19,ID,1696774745
556,gulf shores,30.246,-87.7008,16.43,64,100,0.89,US,1696774499
557,bushehr,28.9684,50.8385,33.05,58,0,6.17,IR,1696774746
558,gebeit,21.0667,36.3167,36.66,12,0,7.31,SD,1696774746
559,khanty-mansiysk,61.0042,69.0019,11.06,93,75,6.0,RU,1696774746
560,pangoa,-12.1167,-73.0,25.94,85,84,0.28,PE,1696774746
561,valparaiso,-33.0393,-71.6273,17.13,67,0,4.12,CL,1696774746
562,gordonvale,-17.0936,145.7842,21.88,100,43,2.81,AU,1696774746
563,nuku'alofa,-21.1333,-175.2,15.19,94,20,0.51,TO,1696774746
564,bintulu,3.1667,113.0333,27.23,89,40,0.0,MY,1696774746
565,caleta olivia,-46.4393,-67.5281,11.89,25,75,15.18,AR,1696774747
566,acapulco de juarez,16.8634,-99.8901,26.9,83,100,2.06,MX,1696774612
567,alta,69.9689,23.2717,3.59,81,40,1.03,NO,1696774747
568,ji'an,27.1172,114.9793,19.94,78,100,1.29,CN,1696774747
569,mossel bay,-34.1831,22.146,18.96,68,75,6.48,ZA,1696774747
570,happy valley-goose bay,53.3168,-60.3315,13.17,88,75,1.03,CA,1696774747
571,hirara,24.8,125.2833,26.15,89,75,1.54,JP,1696774747
